"Carimbo de data/hora","Em qual instituição você está fazendo pós graduação?","Se você estuda na UFPR, em qual setor você está inserido?  ","Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?","Em qual grande área do conhecimento sua pesquisa está inserida hoje?","Em qual ano você concluiu sua graduação?","Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição)","De quais programas de graduação você participou?","Se você já concluiu o mestrado, qual o ano de início do mestrado?","Qual o ano de conclusão do seu mestrado?","Em qual instituição você fez seu mestrado?","Quantos artigos (com qualis) você já publicou?","Você é bolsista remunerado de algum programa? Qual?","Quantas disciplinas de Estatística você cursou na graduação?","Quantas disciplinas de Estatística você cursou na pós-graduação (mestrado + doutorado)? ","Já utilizou algum software com funcionalidades estatísticas?","Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?","Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?","Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ","Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?","Como tomou conhecimento da Disciplina Transversal?","Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ","Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina?","Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?","Você cursou o ensino médio em escola pública ou particular?","Você cursou ensino médio tradicional ou profissionalizante?","Qual o seu sexo?","Qual a sua altura?","Qual o seu peso?","Qual a data do seu nascimento?","Qual das seguintes categorias descreve melhor sua situação de emprego?","Com quem você mora?","Quantos irmãos você tem?","Qual a sua origem?","Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?","Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?","Possui animal de estimação?","Toca algum instrumento musical?","De quais redes sociais você participa?","Você pratica atividade física regularmente?","Quantas vezes por semana você se exercita?","Qual atividade você pratica?","Quantos anos você acha que a pessoa da foto abaixo tem?","Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
"21/03/2022 15:19:15","UEPG",,"Doutorado","Ciências Exatas",2016,"UEPG","Iniciação científica, Projeto de extensão",2018,2020,"UEPG",11,"CNPQ",1,1,"Sim","Excel ou similares, Matlab","Não sei ainda",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Sim","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",167,63,"06/07/1991","Bolsista em tempo integral","Sozinho",3,"Interior do Paraná","Carro/moto próprio",15,2,"Não possuo","Não toco nenhum instrumento","Twitter, Instagram, Linkedin","Sim",6,"Corrida, Ciclismo, Pilates, Muay Thai",32,"A da esquerda se chama Bouba, a da direita se chama Kiki.",27
"21/03/2022 15:25:05","UFPR","SA - Sociais Aplicadas","Doutorado","Ciências Humanas",2012,"CESCAGE","Empresa Júnior",2013,2015,"UFPR",5,"Não",1,1,"Sim","Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",165,80,"23/02/1985","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",4,"Interior do Paraná","Carro/moto próprio",30,2,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin, Outras","Sim",2,"Musculação",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
"21/03/2022 15:32:06","UFPR","ET - Exatas","Doutorado","Ciências Exatas",2019,"PUCPR","Iniciação científica, Projeto de extensão",2020,2021,"UFPR",0,"Não",1,0,"Sim","Excel ou similares, Matlab","Certamente sim",7,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",165,58,"29/05/1997","Trabalho por contrato","Sozinho",6,"Outro Estado","Carro/moto próprio",30,10,"Não possuo","Não toco nenhum instrumento","Facebook, Twitter, Instagram","Não",2,"Pilates",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",37
"21/03/2022 15:37:50","UFPR","BL - Ciências Biológiccas","Pós-Doutorado","Ciências Biológicas",2008,"Universidade Positivo - UP","Monitoria",2014,2016,"UFPR",8,"Não",1,1,"Sim","R, Excel ou similares, STATA","Certamente sim",10,"Todas as alternativas anteriores","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",162,77,"26/11/1987","voluntário","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Curitiba","Carro/moto próprio",20,0,"Gato","Teclado, Flauta","Facebook, Twitter, Instagram, Linkedin, Outras","Sim",1,"kung fu",25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",40
"21/03/2022 15:40:21","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2019,"UFPR","Iniciação científica, Monitoria, Projeto de extensão",,,,0,"Não",0,0,"Não","Nunca usei","Não sei ainda",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",189,84,"20/06/1994","Trabalho com carteira assinada/Vínculo Formal","Com os pais",0,"Curitiba","Transporte público",70,0,"Não possuo","Não toco nenhum instrumento","Instagram","Sim",2,"Musculação",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
"21/03/2022 15:50:56","UTFPR",,"Mestrado Acadêmico","Ciências Exatas",2021,"IFSC","Monitoria, Projeto de extensão",,,,0,"Não",1,0,"Não","Excel ou similares","Não sei ainda",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",190,75,"04/05/1994","Trabalho por contrato","Com amigos",1,"Curitiba","Bicicleta",15,2,"Cachorro, Gato, Peixe, Outro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",2,"Ciclismo",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"21/03/2022 15:51:03","UEPG","AG - Agrárias","Doutorado","Ciências Biológicas",2000,"CENTEC","Não participei",2013,2015,"IFCE",15,"Não",1,1,"Sim","Statistica, Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Sim","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",157,80,"03/02/1976","Servidora Pública Federal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",4,"Outro Estado","Carro/moto próprio",40,0,"Cachorro","Não toco nenhum instrumento","Facebook, Twitter, Google+, Instagram, Linkedin","Sim",3,"Caminhada, Ciclismo",25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",25
"21/03/2022 15:51:12","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2003,"ufpr","Não participei",,,,25,"Não",5,0,"Sim","R, Minitab, SPSS, Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",189,95,"13/08/1977","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",5,"Interior do Paraná","Carro/moto próprio",30,0,"Não possuo","Não toco nenhum instrumento","Linkedin","Sim",5,"Caminhada",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
"21/03/2022 15:52:25","UNIOESTE",,"Doutorado","Ciências Humanas",2011,"UNICENTRO ","Não participei",2014,2016,"UFFS",0,"Não",1,1,"Sim","R","Não sei ainda",9,"Aumento salarial e oportunidades mais promissoras.","E-mail do programa ","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",160,58,"09/11/1989","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Interior do Paraná","Carro/moto próprio",150,0,"Cachorro","Violão","Facebook, Instagram","Não",2,"Caminhada",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
"21/03/2022 15:54:46","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",2013,"UFVJM","Iniciação científica, Monitoria, Empresa Júnior",2013,2015,"UFVJM",1,"Não",1,1,"Sim","Excel ou similares","Certamente sim",6,"APLICAR O CONHECIMENTO NA MINHA ÁREA","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",157,51,"11/09/1990","SERIVDOR PÚBLICO","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",3,"Outro Estado","Carro/moto próprio",15,15,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram","Sim",3,"Corrida, Pilates",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
"21/03/2022 15:57:26","UTFPR",,"Doutorado","Ciências Biológicas",2013,"Centro Universitário Filadélfia ","Não participei",2014,2016,"Universidade Estadual de Londrina",1,"Não",1,1,"Sim","R, Excel ou similares, Matlab","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Informações da coordenação do curso","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",181,85,"07/10/1992","Trabalho por contrato","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",4,"Interior do Paraná","Carro/moto próprio",60,0,"Cachorro, Gato","Não toco nenhum instrumento","Instagram, Linkedin","Sim",5,"artes marciais",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"21/03/2022 15:57:52","UFPR","AG - Agrárias","Mestrado Acadêmico","Ciências Exatas",2015,"ESAQ","Iniciação científica",,,,0,"Não",1,0,"Sim","R, SAS","Certamente sim",10,"Adquirir conhecimento na minha área de pesquisa","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",189,76,"18/01/1988","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","Carro/moto próprio",180,2,"Cachorro","Não toco nenhum instrumento","Twitter, Linkedin","Sim",3,"Corrida",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",18
"21/03/2022 16:03:51","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",2008,"UFPR ","Monitoria",2013,2015,"UFPR",7,"Não",0,1,"Sim","SPSS","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",158,58,"09/06/1982","Trabalho ocasional","Com outros familiares",3,"Outro Estado","Carro/moto próprio",50,2,"Cachorro","Não toco nenhum instrumento","Facebook, Twitter, Instagram","Não",0,"Nenhuma",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",24
"21/03/2022 16:39:20","UEPG",,"Doutorado","Ciências Exatas",2017,"UEPG","Iniciação científica, Empresa Júnior",2018,2020,"UEPG",4,"Não",1,0,"Sim","R, Minitab, Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",165,61,"24/12/1994","Trabalho por contrato","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Interior do Paraná","Carro/moto próprio",15,2,"Cachorro","Não toco nenhum instrumento","Facebook, Twitter, Instagram","Sim",4,"Crossfit",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"21/03/2022 17:00:57","UFPR","AG - Agrárias","Mestrado Acadêmico","Ciências Biológicas",2019,"UEL","Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",,2024,,2,"Não",1,0,"Sim","R, SPSS","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",170,74,"29/12/1996","desempregado","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Outro Estado","A pé",20,5,"Cachorro","Violão","Facebook, Instagram, Linkedin","Não",2,"Caminhada",23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
"21/03/2022 17:01:43","UFPR","BL - Ciências Biológiccas","Doutorado","Ciências Biológicas",2018,"UTFPR-DV","Iniciação científica, Monitoria, Projeto de extensão",2019,2021,"UTFPR-DV",4,"Fundação Araucária",1,1,"Sim","R, Statistica, Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Sim","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",161,64,"10/07/1996","Bolsista em tempo integral","Com os pais",1,"Interior do Paraná","Carro/moto próprio",15,0,"Gato","Não toco nenhum instrumento","Instagram, Outras","Não",0,"Nenhuma",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"21/03/2022 17:02:42","Fiocruz",,"Mestrado Acadêmico","Ciências Biológicas",2020,"UFPR","Iniciação científica, Monitoria, Projeto de extensão",,,,1,"ICC - FiocruzPR",1,1,"Sim","R, Excel ou similares, Graph Pad Prism","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Sim","Sim","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",170,75,"06/05/1995","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",3,"Curitiba","Transporte público",20,0,"Cachorro, Pássaro, Outro","Não toco nenhum instrumento","Facebook, Instagram","Não",0,"Nenhuma",29,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
"21/03/2022 17:04:03","UFPR","CT - Ciências da Terra","Doutorado","Ciências Humanas",2004,"UEL","Projeto de extensão, Empresa Júnior",2010,2012,"UFSC",0,"Não",0,0,"Sim","Excel ou similares","Não sei ainda",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",164,80,"24/01/1981","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Interior do Paraná","Transporte público",300,4,"Cachorro","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Não",0,"Nenhuma",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"21/03/2022 17:04:44","UFPR","ED - Educação","Doutorado","Ciências Humanas",2009,"TUIUTI","Não participei",2010,2013,"UFPR",0,"Não",0,0,"Não","Nunca usei","Não sei ainda",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",181,102,"11/01/1975","policial militar","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Curitiba","Carro/moto próprio",20,0,"Não possuo","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Sim",4,"Musculação",23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"21/03/2022 17:11:17","UFPR","SL - Litoral","Mestrado Acadêmico","Ciências Biológicas",2017,"UEL","Não participei",,,,2,"Não",1,1,"Sim","R","Certamente sim",10,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",159,55,"16/02/1995","Bolsista em tempo integral","Pensão, quarto alugado ou algo similar",2,"Interior do Paraná","A pé",15,2,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram","Sim",2,"Caminhada, Corrida, Surf e funcional",23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"21/03/2022 17:19:45","UTFPR",,"Mestrado Acadêmico","Ciências Exatas",2021,"UEPB","Iniciação científica, Projeto de extensão",2021,2023,,0,"CAPES",2,1,"Sim","Excel ou similares, Matlab","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Sim","Totalmente em escola pública","Ensino médio tradicional","Masculino",172,86,"13/04/1994","Bolsista em tempo integral","Pensão, quarto alugado ou algo similar",3,"Outro País","A pé",20,1,"Não possuo","Violão, Guitarra, Teclado, Contrabaixo, Piano","Linkedin","Não",0,"Caminhada",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
"21/03/2022 17:20:53","UEPG",,"Mestrado Acadêmico","Ciências Exatas",2021,"UEPG","Projeto de extensão",,,,0,"Não",1,1,"Sim","R, Excel ou similares, Rstudio","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",182,92,"22/08/1998","Trabalho por contrato","Com os pais",2,"Interior do Paraná","Carro/moto próprio",25,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin, Outras","Sim",7,"Corrida, Musculação",25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",40
"21/03/2022 17:30:35","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Humanas",2012,"UFPR","PET, Monitoria, Projeto de extensão",,,,1,"Não",1,0,"Sim","SPSS, Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio profissionalizante (técnico)","Feminino",164,68,"18/08/1988","Trabalho ocasional","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",3,"Outro País","Carro/moto próprio",20,0,"Cachorro","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Sim",2,"Musculação",28,"A da esquerda se chama Bouba, a da direita se chama Kiki.",33
"21/03/2022 17:31:30","UFPR","ET - Exatas","Mestrado Acadêmico","Ciências Exatas",2013,"UFPR","Não participei",,,,0,"Não",0,2,"Sim","SAS, Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",156,48,"10/12/1984","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Curitiba","Transporte público",90,0,"Cachorro","Não toco nenhum instrumento","Facebook, Google+, Instagram, Linkedin","Não",0,"Nenhuma",33,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
"21/03/2022 17:35:32","UFPR","AG - Agrárias","Doutorado","Ciências Biológicas",2018,"UFRA","Monitoria, Projeto de extensão, Empresa Júnior",2019,2021,"UFPR",32,"Não",2,0,"Sim","R, SAS, Minitab, Statistica, Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",172,105,"29/11/1996","Trabalho por contrato","Sozinho",1,"Outro Estado","Transporte público",40,0,"Cachorro","Não toco nenhum instrumento","Facebook, Google+, Instagram, Linkedin","Sim",3,"Caminhada, Corrida",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
"21/03/2022 17:41:41","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2015,"Centro Universitário Dom Bosco","Iniciação científica, Monitoria, Projeto de extensão",,2023,"UFPR",0,"CAPES",1,0,"Sim","SPSS","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",164,63,"18/04/1993","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",0,"Outro Estado","Táxi/Aplicativo",15,8,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",0,"Nenhuma",23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
"21/03/2022 17:43:13","UFPR","BL - Ciências Biológiccas","Doutorado","Ciências Biológicas",2018,"UNICEP","Iniciação científica",,,,0,"CAPES",1,0,"Não","Nunca usei","Não sei ainda",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Sim","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",165,71,"24/01/1991","Bolsista em tempo integral","Com os pais",1,"Outro Estado","A pé",20,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram","Sim",4,"Musculação",25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",23
